second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg,label
75.0,94,131,15,0.24193548,0.66129035,0.4343377,0.66908884,0.42000579833984375,1455,0.3085896,0.6615058,15,0,0,0,0
75.0,45,83,11,0.17741935,0.2580645,0.23681034,0.24197811,0.22899627685546875,836,0.17730647,0.25790033,0,0,11,0,0
75.0,43,131,26,0.41935483,0.66129035,0.23475112,0.66908884,0.2270050048828125,1664,0.3529162,0.6615058,0,26,0,26,0
75.0,83,103,3,0.048387095,0.048387095,0.08583241,0.08583241,0.08300018310546875,228,0.04835631,0.04835631,0,0,3,0,0
75.0,48,83,5,0.08064516,0.2580645,0.0051677753,0.24197811,0.00499725341796875,380,0.08059385,0.25790033,0,0,5,0,0
75.0,92,95,2,0.032258064,0.032258064,0.003100665,0.003100665,0.00299835205078125,152,0.03223754,0.03223754,0,0,2,0,0
76.0,43,131,13,0.13265306,0.13265306,0.41078472,0.41078472,0.47199249267578125,832,0.11409764,0.11409764,0,13,0,39,0
76.0,92,95,33,0.33673468,0.33673468,0.32465705,0.32465705,0.3730316162109375,2508,0.34393856,0.34393856,0,0,33,0,0
76.0,48,83,32,0.3265306,0.3265306,0.060915526,0.060915526,0.0699920654296875,2432,0.33351618,0.33351618,0,0,32,0,0
76.0,90,103,3,0.030612245,0.20408164,0.0026095272,0.20364271,0.00299835205078125,228,0.031267144,0.20844762,0,0,3,0,0
76.0,53,103,17,0.1734694,0.20408164,0.20103319,0.20364271,0.230987548828125,1292,0.17718047,0.20844762,0,0,17,0,0
77.0,92,95,3,0.031914894,0.26595744,0.0033765207,0.032674067,0.00299835205078125,228,0.031914894,0.26595744,0,0,3,0,0
77.0,53,103,21,0.22340426,0.22340426,0.024761152,0.024761152,0.0219879150390625,1596,0.22340426,0.22340426,0,0,21,0,0
77.0,48,56,27,0.28723404,0.28723404,0.44819233,0.44819233,0.3979949951171875,2052,0.28723404,0.28723404,0,0,27,0,0
77.0,118,95,22,0.23404256,0.26595744,0.029297546,0.032674067,0.0260162353515625,1672,0.23404256,0.26595744,0,0,22,0,0
77.0,123,51,21,0.22340426,0.22340426,0.49437246,0.49437246,0.43900299072265625,1596,0.22340426,0.22340426,0,0,21,0,0
78.0,118,95,16,0.23529412,0.23529412,0.37531817,0.37531817,0.4409942626953125,1216,0.23529412,0.23529412,0,0,16,0,0
78.0,48,56,11,0.16176471,0.16176471,0.010220248,0.010220248,0.0120086669921875,836,0.16176471,0.16176471,0,0,11,0,0
78.0,123,51,17,0.25,0.25,0.17190665,0.17190665,0.20198822021484375,1292,0.25,0.25,0,0,17,0,0
78.0,126,83,14,0.20588236,0.20588236,0.41106308,0.41106308,0.48299407958984375,1064,0.20588236,0.20588236,0,0,14,0,0
78.0,95,41,10,0.14705883,0.14705883,0.031491872,0.031491872,0.0370025634765625,760,0.14705883,0.14705883,0,0,10,0,0
79.0,95,41,28,0.28282827,0.28282827,0.14422712,0.14422712,0.118988037109375,2128,0.28282827,0.28282827,0,0,28,0,0
79.0,126,83,24,0.24242425,0.24242425,0.16849309,0.16849309,0.139007568359375,1824,0.24242425,0.24242425,0,0,24,0,0
79.0,82,103,34,0.34343433,0.34343433,0.45697507,0.45697507,0.37700653076171875,2584,0.34343433,0.34343433,0,0,34,0,0
79.0,45,42,13,0.13131313,0.13131313,0.23030472,0.23030472,0.19000244140625,988,0.13131313,0.13131313,0,0,13,0,0
80.0,82,103,4,0.043956045,0.043956045,0.004087746,0.004087746,0.003997802734375,304,0.04006326,0.04006326,0,0,4,0,0
80.0,45,42,24,0.26373628,0.26373628,0.21370175,0.21370175,0.2089996337890625,1824,0.24037954,0.24037954,0,0,24,0,0
80.0,67,83,31,0.34065935,0.34065935,0.49794832,0.49794832,0.48699188232421875,2356,0.31049025,0.31049025,0,0,31,0,0
80.0,106,131,19,0.20879121,0.35164836,0.16871314,0.28426218,0.16500091552734375,1843,0.2428835,0.40906695,19,0,0,0,0
80.0,121,131,13,0.14285715,0.35164836,0.115549035,0.28426218,0.113006591796875,1261,0.16618344,0.40906695,13,0,0,0,0
81.0,67,83,7,0.09589041,0.34246576,0.10203673,0.12341981,0.1049957275390625,532,0.08114704,0.28981087,0,0,7,0,0
81.0,106,131,10,0.1369863,0.65753424,0.10690798,0.8765802,0.11000823974609375,970,0.14795607,0.71018916,10,0,0,0,0
81.0,121,131,16,0.21917808,0.65753424,0.37705842,0.8765802,0.38799285888671875,1552,0.23672971,0.71018916,16,0,0,0,0
81.0,73,131,16,0.21917808,0.65753424,0.2167224,0.8765802,0.2230072021484375,1552,0.23672971,0.71018916,16,0,0,0,0
81.0,48,83,18,0.24657534,0.34246576,0.021383079,0.12341981,0.022003173828125,1368,0.20866382,0.28981087,0,0,18,0,0
81.0,103,131,6,0.08219178,0.65753424,0.1758914,0.8765802,0.18099212646484375,582,0.088773645,0.71018916,6,0,0,0,0
82.0,73,131,13,0.21666667,0.48333332,0.16743873,0.54002076,0.1820068359375,1261,0.24395435,0.54420584,13,0,0,0,0
82.0,48,83,16,0.26666668,0.26666668,0.0965917,0.0965917,0.1049957275390625,1216,0.2352486,0.2352486,0,0,16,0,0
82.0,103,131,12,0.2,0.48333332,0.22998962,0.54002076,0.25,1164,0.22518863,0.54420584,12,0,0,0,0
82.0,99,42,13,0.21666667,0.21666667,0.17203599,0.17203599,0.18700408935546875,988,0.19113949,0.19113949,0,0,13,0,0
82.0,125,131,4,0.06666667,0.48333332,0.14259243,0.54002076,0.154998779296875,388,0.07506288,0.54420584,4,0,0,0,0
82.0,90,103,2,0.033333335,0.033333335,0.19135153,0.19135153,0.20800018310546875,152,0.029406074,0.029406074,0,0,2,0,0
83.0,48,83,3,0.036144577,0.036144577,0.0045585036,0.0045585036,0.003997802734375,228,0.032862496,0.032862496,0,0,3,0,0
83.0,103,131,11,0.13253012,0.36144578,0.064984776,0.38996086,0.0569915771484375,1067,0.15379071,0.41942924,11,0,0,0,0
83.0,99,42,25,0.30120483,0.30120483,0.15508482,0.15508482,0.13600921630859375,1900,0.27385414,0.27385414,0,0,25,0,0
83.0,90,103,25,0.30120483,0.30120483,0.45039582,0.45039582,0.39499664306640625,1900,0.27385414,0.27385414,0,0,25,0,0
83.0,125,131,19,0.22891566,0.36144578,0.3249761,0.38996086,0.285003662109375,1843,0.2656385,0.41942924,19,0,0,0,0
84.0,90,103,11,0.114583336,0.114583336,0.010474623,0.010474623,0.011993408203125,836,0.10248866,0.10248866,0,0,11,0,0
84.0,125,131,4,0.22916667,0.42708334,0.17990099,0.43756205,0.003997802734375,388,0.21527523,0.4875567,4,0,0,0,0
84.0,98,131,20,0.20833333,0.42708334,0.13711628,0.43756205,0.1569976806640625,1940,0.23783253,0.4875567,20,0,0,0,0
84.0,118,95,26,0.27083334,0.27083334,0.37555388,0.37555388,0.4300079345703125,1976,0.24224593,0.24224593,0,0,26,0,0
84.0,77,131,17,0.17708333,0.42708334,0.29695424,0.43756205,0.3400115966796875,1649,0.20215766,0.4875567,17,0,0,0,0
84.0,125,83,18,0.22916667,0.1875,0.17990099,0.17640944,0.20198822021484375,1368,0.21527523,0.16770871,0,0,18,0,0
85.0,98,131,9,0.076271184,0.18644068,0.008043842,0.16097662,0.00799560546875,873,0.092576884,0.22629905,9,0,0,0,0
85.0,125,83,20,0.16949153,0.16949153,0.021122761,0.021122761,0.02099609375,1520,0.1611877,0.1611877,0,0,20,0,0
85.0,118,95,12,0.10169491,0.18644068,0.011060283,0.10764779,0.01099395751953125,912,0.09671262,0.17730647,0,0,12,0,0
85.0,77,131,12,0.10169491,0.18644068,0.15192729,0.16097662,0.1510162353515625,1164,0.12343584,0.22629905,12,0,0,0,0
85.0,53,103,25,0.21186441,0.21186441,0.06640007,0.06640007,0.06600189208984375,1900,0.20148462,0.20148462,0,0,25,0,0
85.0,128,99,17,0.1440678,0.1440678,0.6317793,0.6317793,0.62799072265625,1292,0.13700955,0.13700955,0,0,17,0,0
85.0,42,95,10,0.084745765,0.18644068,0.09658751,0.10764779,0.09600830078125,760,0.08059385,0.17730647,0,0,10,0,0
85.0,48,56,8,0.06779661,0.06779661,0.0090569975,0.0090569975,0.009002685546875,608,0.06447508,0.06447508,0,0,8,0,0
85.0,121,90,4,0.033898305,0.033898305,0.0030164407,0.0030164407,0.00299835205078125,304,0.03223754,0.03223754,0,0,4,0,0
85.0,87,131,1,0.008474576,0.18644068,0.0010054803,0.16097662,0.00099945068359375,97,0.01028632,0.22629905,1,0,0,0,0
86.0,87,131,21,0.19626169,0.19626169,0.43305415,0.43305415,0.3719940185546875,2037,0.23760644,0.23760644,21,0,0,0,0
86.0,121,90,26,0.24299066,0.24299066,0.20138377,0.20138377,0.1729888916015625,1976,0.23049107,0.23049107,0,0,26,0,0
86.0,48,56,27,0.25233644,0.25233644,0.17697684,0.17697684,0.1520233154296875,2052,0.23935612,0.23935612,0,0,27,0,0
86.0,53,103,1,0.009345794,0.009345794,0.0011635033,0.0011635033,0.00099945068359375,76,0.008865042,0.008865042,0,0,1,0,0
86.0,128,99,21,0.19626169,0.19626169,0.11524012,0.11524012,0.09899139404296875,1596,0.18616587,0.18616587,0,0,21,0,0
86.0,123,82,1,0.009345794,0.009345794,0.0011635033,0.0011635033,0.00099945068359375,76,0.008865042,0.008865042,0,0,1,0,0
86.0,73,126,10,0.093457945,0.093457945,0.07101811,0.07101811,0.061004638671875,760,0.08865041,0.08865041,0,0,10,0,0
87.0,73,126,11,0.2682927,0.2682927,0.014715932,0.014715932,0.011993408203125,836,0.25135297,0.25135297,0,0,11,0,0
87.0,121,90,7,0.17073171,0.17073171,0.5067448,0.5067448,0.412994384765625,532,0.1599519,0.1599519,0,0,7,0,0
87.0,48,56,3,0.07317073,0.07317073,0.0024620167,0.0024620167,0.00200653076171875,228,0.06855081,0.06855081,0,0,3,0,0
87.0,87,131,7,0.17073171,0.24390244,0.24540596,0.4650403,0.20000457763671875,679,0.20414913,0.29164162,7,0,0,0,0
87.0,42,95,10,0.24390244,0.24390244,0.011036949,0.011036949,0.00899505615234375,760,0.2285027,0.2285027,0,0,10,0,0
87.0,68,131,3,0.07317073,0.24390244,0.21963435,0.4650403,0.1790008544921875,291,0.08749248,0.29164162,3,0,0,0,0
88.0,42,95,21,0.29577464,0.29577464,0.5643106,0.5643106,0.6230010986328125,1596,0.24759541,0.24759541,0,0,21,0,0
88.0,68,131,26,0.36619717,0.70422536,0.026267415,0.43568942,0.02899932861328125,2522,0.3912504,0.7524046,26,0,0,0,0
88.0,69,131,19,0.26760563,0.70422536,0.21377432,0.43568942,0.2360076904296875,1843,0.28591374,0.7524046,19,0,0,0,0
88.0,57,131,5,0.07042254,0.70422536,0.19564767,0.43568942,0.21599578857421875,485,0.075240456,0.7524046,5,0,0,0,0
89.0,95,41,23,0.23232323,0.23232323,0.37239698,0.37239698,0.339996337890625,1748,0.21604252,0.21604252,0,0,23,0,0
89.0,57,131,17,0.17171717,0.27272728,0.17744927,0.18840459,0.16201019287109375,1649,0.2038067,0.32369298,17,0,0,0,0
89.0,69,131,10,0.1010101,0.27272728,0.0109553095,0.18840459,0.01000213623046875,970,0.119886294,0.32369298,10,0,0,0,0
89.0,68,90,21,0.21212122,0.21212122,0.22562423,0.22562423,0.20599365234375,1596,0.19725621,0.19725621,0,0,21,0,0
89.0,128,99,19,0.1919192,0.1919192,0.20371361,0.20371361,0.1859893798828125,1444,0.17846991,0.17846991,0,0,19,0,0
89.0,83,103,2,0.02020202,0.09090909,0.0021893906,0.009860614,0.0019989013671875,152,0.018786306,0.08453838,0,0,2,0,0
89.0,76,103,7,0.07070707,0.09090909,0.0076712235,0.009860614,0.0070037841796875,532,0.06575207,0.08453838,0,0,7,0,0
90.0,57,131,7,0.072916664,0.46875,0.009017944,0.7150116,0.0090179443359375,679,0.082392916,0.52966875,7,0,0,0,0
90.0,80,131,19,0.19791667,0.46875,0.6839752,0.7150116,0.6839752197265625,1843,0.22363791,0.52966875,19,0,0,0,0
90.0,128,99,19,0.20833333,0.19791667,0.07898712,0.07898712,0.07898712158203125,1444,0.18699187,0.17522146,0,0,19,0,0
90.0,68,90,17,0.17708333,0.17708333,0.015991211,0.015991211,0.0159912109375,1292,0.15677708,0.15677708,0,0,17,0,0
90.0,95,41,15,0.15625,0.15625,0.19001007,0.19001007,0.19001007080078125,1140,0.13833272,0.13833272,0,0,15,0,0
90.0,120,131,18,0.1875,0.46875,0.022018433,0.7150116,0.0220184326171875,1746,0.2118675,0.52966875,18,0,0,0,0
90.0,128,131,1,0.20833333,0.46875,0.07898712,0.7150116,0.0,97,0.18699187,0.52966875,1,0,0,0,0
91.0,120,131,11,0.1122449,0.4387755,0.008027304,0.43632105,0.00800323486328125,1067,0.12776913,0.49946114,11,0,0,0,0
91.0,80,131,10,0.10204082,0.4387755,0.1364106,0.43632105,0.1360015869140625,970,0.116153754,0.49946114,10,0,0,0,0
91.0,128,131,22,0.2244898,0.4387755,0.29188317,0.43632105,0.29100799560546875,2134,0.25553825,0.49946114,22,0,0,0,0
91.0,121,90,28,0.2857143,0.2857143,0.34201363,0.34201363,0.3409881591796875,2128,0.25481978,0.25481978,0,0,28,0,0
91.0,67,83,14,0.14285715,0.2755102,0.06519793,0.22166531,0.06500244140625,1064,0.12740989,0.24571908,0,0,14,0,0
91.0,45,83,13,0.13265306,0.2755102,0.15646738,0.22166531,0.15599822998046875,988,0.118309185,0.24571908,0,0,13,0,0
92.0,45,83,25,0.21367522,0.41880342,0.1715574,0.61925703,0.16400909423828125,1900,0.21068974,0.4129519,0,0,25,0,0
92.0,121,90,10,0.08547009,0.08547009,0.053341847,0.053341847,0.050994873046875,760,0.084275894,0.084275894,0,0,10,0,0
92.0,67,83,24,0.20512821,0.41880342,0.4476996,0.61925703,0.42800140380859375,1824,0.20226215,0.4129519,0,0,24,0,0
92.0,128,131,6,0.051282052,0.051282052,0.0052272454,0.0052272454,0.00499725341796875,582,0.06453759,0.06453759,6,0,0,0,0
92.0,95,41,26,0.22222222,0.22222222,0.07218387,0.07218387,0.06900787353515625,1976,0.21911731,0.21911731,0,0,26,0,0
92.0,82,103,24,0.20512821,0.22222222,0.24789913,0.24999003,0.23699188232421875,1824,0.20226215,0.21911731,0,0,24,0,0
92.0,76,103,2,0.017094018,0.22222222,0.002090898,0.24999003,0.0019989013671875,152,0.016855178,0.21911731,0,0,2,0,0
93.0,76,103,29,0.29,0.43,0.18371846,0.6365482,0.18500518798828125,2204,0.28682977,0.42529932,0,0,29,0,0
93.0,95,41,12,0.12,0.12,0.13505569,0.13505569,0.1360015869140625,912,0.11868818,0.11868818,0,0,12,0,0
93.0,82,103,14,0.14,0.43,0.45282975,0.6365482,0.45600128173828125,1064,0.13846955,0.42529932,0,0,14,0,0
93.0,128,99,19,0.19,0.19,0.019857565,0.019857565,0.01999664306640625,1444,0.18792295,0.18792295,0,0,19,0,0
93.0,120,70,12,0.12,0.12,0.115182966,0.115182966,0.11598968505859375,912,0.11868818,0.11868818,0,0,12,0,0
93.0,77,51,10,0.1,0.1,0.008940071,0.008940071,0.009002685546875,760,0.09890682,0.09890682,0,0,10,0,0
93.0,84,131,4,0.04,0.04,0.08441549,0.08441549,0.0850067138671875,388,0.050494533,0.050494533,4,0,0,0,0
94.0,120,70,18,0.24,0.24,0.73120606,0.73120606,0.7779998779296875,1368,0.22822823,0.22822823,0,0,18,0,0
94.0,84,131,13,0.17333333,0.18666667,0.054510254,0.054510254,0.0579986572265625,1261,0.21037704,0.22655989,13,0,0,0,0
94.0,77,51,17,0.22666667,0.22666667,0.1898609,0.1898609,0.2020111083984375,1292,0.21554889,0.21554889,0,0,17,0,0
94.0,128,99,6,0.08,0.08,0.004696687,0.004696687,0.00499725341796875,456,0.076076075,0.076076075,0,0,6,0,0
94.0,76,103,8,0.10666667,0.24,0.0075146994,0.017847411,0.00799560546875,608,0.10143477,0.22822823,0,0,8,0,0
94.0,90,103,10,0.13333334,0.24,0.010332712,0.017847411,0.01099395751953125,760,0.12679346,0.22822823,0,0,10,0,0
94.0,45,42,2,0.026666667,0.026666667,0.0018786748,0.0018786748,0.0019989013671875,152,0.025358692,0.025358692,0,0,2,0,0
94.0,42,131,1,0.013333334,0.18666667,0.0,0.054510254,0.0,97,0.01618285,0.22655989,1,0,0,0,0
95.0,84,131,12,0.17894737,0.3263158,0.06290567,0.23029622,0.0550079345703125,1164,0.19616313,0.38203532,12,0,0,0,0
95.0,77,51,11,0.11578947,0.11578947,0.0586355,0.0586355,0.05500030517578125,836,0.10621268,0.10621268,0,0,11,0,0
95.0,42,131,19,0.2,0.3263158,0.1716526,0.23029622,0.1610107421875,1843,0.23415068,0.38203532,19,0,0,0,0
95.0,90,103,26,0.2736842,0.2736842,0.40830934,0.40830934,0.38299560546875,1976,0.25104815,0.25104815,0,0,26,0,0
95.0,120,70,8,0.08421053,0.08421053,0.18443869,0.18443869,0.173004150390625,608,0.077245586,0.077245586,0,0,8,0,0
95.0,92,95,2,0.021052632,0.021052632,0.002131017,0.002131017,0.0019989013671875,152,0.019311396,0.019311396,0,0,2,0,0
95.0,67,83,12,0.12631579,0.12631579,0.11192719,0.11192719,0.10498809814453125,912,0.115868375,0.115868375,0,0,12,0,0
95.0,84,126,5,0.17894737,0.05263158,0.06290567,0.004262034,0.003997802734375,380,0.19616313,0.048278492,0,0,5,0,0
96.0,67,83,8,0.07619048,0.2952381,0.007472681,0.26890966,0.00800323486328125,608,0.07461954,0.2891507,0,0,8,0,0
96.0,84,126,31,0.2952381,0.2952381,0.08029036,0.08029036,0.08599090576171875,2356,0.2891507,0.2891507,0,0,31,0,0
96.0,90,103,2,0.01904762,0.01904762,0.00093319465,0.00093319465,0.00099945068359375,152,0.018654885,0.018654885,0,0,2,0,0
96.0,42,131,8,0.20952381,0.07619048,0.6321361,0.16059497,0.1719970703125,776,0.22582228,0.0952381,8,0,0,0,0
96.0,125,83,23,0.21904762,0.2952381,0.26143697,0.26890966,0.279998779296875,1748,0.21453117,0.2891507,0,0,23,0,0
96.0,123,51,19,0.18095239,0.18095239,0.017730698,0.017730698,0.01898956298828125,1444,0.1772214,0.1772214,0,0,19,0,0
96.0,42,95,14,0.20952381,0.13333334,0.6321361,0.47154114,0.5050201416015625,1064,0.22582228,0.1305842,0,0,14,0,0
97.0,125,83,15,0.20547946,0.20547946,0.018346412,0.018346412,0.01799774169921875,1140,0.20547946,0.20547946,0,0,15,0,0
97.0,123,51,19,0.26027396,0.32876712,0.06829936,0.36391845,0.0670013427734375,1444,0.26027396,0.32876712,0,0,19,0,0
