second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg,label
63.0,65,117,8,0.043715846,0.2568306,0.02733215,0.19132504,0.02899932861328125,776,0.0522137,0.30453506,8,0,0,0,1
63.0,78,85,36,0.19672132,0.19672132,0.12819001,0.12819001,0.13600921630859375,2736,0.18409367,0.18409367,0,0,36,0,1
63.0,81,106,34,0.18579236,0.18579236,0.21488564,0.21488564,0.22799301147460938,2584,0.17386624,0.17386624,0,0,34,0,1
63.0,49,117,22,0.12021858,0.2568306,0.07823207,0.19132504,0.08300399780273438,2134,0.14358768,0.30453506,22,0,0,0,1
63.0,102,96,25,0.13661203,0.13661203,0.1291248,0.1291248,0.13700103759765625,1900,0.12784281,0.12784281,0,0,25,0,1
63.0,80,117,16,0.08743169,0.2568306,0.00941992,0.19132504,0.0099945068359375,1552,0.1044274,0.30453506,16,0,0,0,1
63.0,53,117,1,0.0054644807,0.2568306,0.0763409,0.19132504,0.08099746704101562,64,0.0043062847,0.30453506,0,1,0,1,1
64.0,102,96,13,0.057268724,0.057268724,0.0094565675,0.0094565675,0.009002685546875,988,0.054492306,0.054492306,0,0,13,0,1
64.0,78,85,2,0.008810572,0.008810572,0.0020996786,0.0020996786,0.0019989013671875,152,0.0083834315,0.0083834315,0,0,2,0,1
64.0,49,117,7,0.18061674,0.44052863,0.26259607,0.5924379,0.08600616455078125,679,0.17996801,0.46765208,7,0,0,0,1
64.0,81,106,4,0.017621145,0.017621145,0.0,0.0,0.0,304,0.016766863,0.016766863,0,0,4,0,1
64.0,53,117,37,0.16299559,0.44052863,0.10506407,0.5924379,0.1000213623046875,2368,0.13060504,0.46765208,0,37,0,38,1
64.0,80,117,12,0.052863438,0.44052863,0.031503193,0.5924379,0.02999114990234375,1164,0.06419944,0.46765208,12,0,0,0,1
64.0,68,117,29,0.1277533,0.44052863,0.21847877,0.5924379,0.2079925537109375,2813,0.15514864,0.46765208,29,0,0,0,1
64.0,109,99,34,0.14977974,0.14977974,0.15442255,0.15442255,0.14701080322265625,2584,0.14251834,0.14251834,0,0,34,0,1
64.0,49,75,34,0.18061674,0.14977974,0.26259607,0.17225379,0.1639862060546875,2584,0.17996801,0.14251834,0,0,34,0,1
64.0,100,57,22,0.0969163,0.0969163,0.039917935,0.039917935,0.03800201416015625,1672,0.09221775,0.09221775,0,0,22,0,1
64.0,73,117,15,0.066079296,0.44052863,0.14704964,0.5924379,0.13999176025390625,1455,0.080249295,0.46765208,15,0,0,0,1
64.0,72,98,15,0.066079296,0.066079296,0.006299036,0.006299036,0.0059967041015625,1140,0.06287574,0.06287574,0,0,15,0,1
64.0,74,100,3,0.013215859,0.013215859,0.023112493,0.023112493,0.022003173828125,228,0.012575148,0.012575148,0,0,3,0,1
65.0,72,98,23,0.09583333,0.12916666,0.037552137,0.06738677,0.0390167236328125,1748,0.094206415,0.12697387,0,0,23,0,1
65.0,109,99,4,0.016666668,0.016666668,0.0019238677,0.0019238677,0.0019989013671875,304,0.016383724,0.016383724,0,0,4,0,1
65.0,69,61,38,0.15833333,0.15833333,0.116460085,0.116460085,0.121002197265625,2888,0.15564539,0.15564539,0,0,38,0,1
65.0,73,117,14,0.058333334,0.0625,0.032720435,0.033682372,0.03399658203125,1358,0.07318782,0.07841552,14,0,0,0,1
65.0,49,75,4,0.016666668,0.108333334,0.0019238677,0.13378958,0.0019989013671875,304,0.016383724,0.1064942,0,0,4,0,1
65.0,74,100,35,0.15,0.14583333,0.37824562,0.37728366,0.391998291015625,2660,0.14858529,0.14335759,0,0,35,0,1
65.0,78,85,38,0.15833333,0.15833333,0.122224346,0.122224346,0.12699127197265625,2888,0.15564539,0.15564539,0,0,38,0,1
65.0,98,112,26,0.108333334,0.108333334,0.0866181,0.0866181,0.089996337890625,1976,0.1064942,0.1064942,0,0,26,0,1
65.0,61,51,15,0.0625,0.0625,0.011543206,0.011543206,0.011993408203125,1140,0.061438967,0.061438967,0,0,15,0,1
65.0,60,75,22,0.09166667,0.108333334,0.13186571,0.13378958,0.1370086669921875,1672,0.09011048,0.1064942,0,0,22,0,1
65.0,79,65,12,0.05,0.05,0.049087998,0.049087998,0.05100250244140625,912,0.04915117,0.04915117,0,0,12,0,1
65.0,101,98,8,0.033333335,0.12916666,0.029834636,0.06738677,0.03099822998046875,608,0.03276745,0.12697387,0,0,8,0,1
65.0,74,117,1,0.15,0.0625,0.37824562,0.033682372,0.00099945068359375,97,0.14858529,0.07841552,1,0,0,0,1
66.0,101,98,19,0.09268293,0.25365853,0.19096221,0.34702814,0.18599700927734375,1444,0.08607022,0.2355606,0,0,19,0,1
66.0,74,117,28,0.2,0.27804878,0.2299787,0.17658071,0.09999847412109375,2716,0.22077845,0.3295583,28,0,0,0,1
66.0,60,75,14,0.068292685,0.068292685,0.03285186,0.03285186,0.0319976806640625,1064,0.06342016,0.06342016,0,0,14,0,1
66.0,70,117,29,0.14146341,0.27804878,0.07391277,0.17658071,0.071990966796875,2813,0.16767003,0.3295583,29,0,0,0,1
66.0,99,49,38,0.18536586,0.18536586,0.30082092,0.30082092,0.292999267578125,2888,0.17214043,0.17214043,0,0,38,0,1
66.0,103,98,33,0.1609756,0.25365853,0.15606593,0.34702814,0.152008056640625,2508,0.14949037,0.2355606,0,0,33,0,1
66.0,85,61,21,0.10243902,0.10243902,0.011295275,0.011295275,0.0110015869140625,1596,0.095130235,0.095130235,0,0,21,0,1
66.0,74,100,13,0.2,0.06341463,0.2299787,0.12731075,0.12400054931640625,988,0.22077845,0.05889015,0,0,13,0,1
66.0,81,106,10,0.048780486,0.048780486,0.0041123573,0.0041123573,0.00400543212890625,760,0.045300115,0.045300115,0,0,10,0,1
67.0,74,100,26,0.11981567,0.11981567,0.22677073,0.22677073,0.22699737548828125,1976,0.11742334,0.11742334,0,0,26,0,1
67.0,85,61,17,0.078341015,0.078341015,0.061949804,0.061949804,0.06201171875,1292,0.0767768,0.0767768,0,0,17,0,1
67.0,103,98,4,0.01843318,0.19354838,0.0019969055,0.23276144,0.0019989013671875,304,0.01806513,0.18968385,0,0,4,0,1
67.0,81,106,28,0.1843318,0.12903225,0.07492969,0.06794052,0.0680084228515625,2128,0.19562633,0.1264559,0,0,28,0,1
67.0,113,60,38,0.17511521,0.17511521,0.08890803,0.08890803,0.08899688720703125,2888,0.17161873,0.17161873,0,0,38,0,1
67.0,110,98,38,0.17511521,0.19354838,0.23076454,0.23276144,0.23099517822265625,2888,0.17161873,0.18968385,0,0,38,0,1
67.0,109,99,36,0.16589862,0.16589862,0.23776133,0.23776133,0.23799896240234375,2736,0.16258617,0.16258617,0,0,36,0,1
67.0,58,85,8,0.03686636,0.03686636,0.037964072,0.037964072,0.03800201416015625,608,0.03613026,0.03613026,0,0,8,0,1
67.0,81,117,12,0.1843318,0.07373272,0.07492969,0.007987622,0.00699615478515625,1164,0.19562633,0.09222724,12,0,0,0,1
67.0,77,117,4,0.01843318,0.07373272,0.0009984528,0.007987622,0.00099945068359375,388,0.02305681,0.09222724,4,0,0,0,1
67.0,108,51,4,0.01843318,0.01843318,0.03096728,0.03096728,0.03099822998046875,304,0.01806513,0.01806513,0,0,4,0,1
67.0,52,49,2,0.00921659,0.00921659,0.0069891694,0.0069891694,0.00699615478515625,152,0.009032565,0.009032565,0,0,2,0,1
68.0,81,117,17,0.08900524,0.21989529,0.06237206,0.16533846,0.06299591064453125,1649,0.10709183,0.2645798,17,0,0,0,1
68.0,109,99,2,0.010471204,0.010471204,0.001979106,0.001979106,0.0019989013671875,152,0.009871412,0.009871412,0,0,2,0,1
68.0,103,98,38,0.19895288,0.19895288,0.042580996,0.042580996,0.04300689697265625,2888,0.18755682,0.18755682,0,0,38,0,1
68.0,108,51,34,0.17801048,0.17801048,0.3614059,0.3614059,0.365020751953125,2584,0.167814,0.167814,0,0,34,0,1
68.0,77,117,25,0.13089006,0.21989529,0.10296639,0.16533846,0.10399627685546875,2425,0.15748799,0.2645798,25,0,0,0,1
68.0,52,49,36,0.18848167,0.18848167,0.04455255,0.04455255,0.0449981689453125,2736,0.17768541,0.17768541,0,0,36,0,1
68.0,78,85,38,0.19895288,0.19895288,0.3069125,0.3069125,0.3099822998046875,2888,0.18755682,0.18755682,0,0,38,0,1
68.0,60,75,1,0.005235602,0.005235602,0.07723046,0.07723046,0.0780029296875,76,0.004935706,0.004935706,0,0,1,0,1
69.0,58,85,12,0.104347825,0.104347825,0.005356121,0.005356121,0.00499725341796875,912,0.09519833,0.09519833,0,0,12,0,1
69.0,60,75,8,0.069565214,0.069565214,0.1661297,0.1661297,0.154998779296875,608,0.06346555,0.06346555,0,0,8,0,1
69.0,110,98,5,0.04347826,0.04347826,0.0021424482,0.0021424482,0.0019989013671875,380,0.03966597,0.03966597,0,0,5,0,1
69.0,54,117,29,0.33913043,0.3478261,0.39335188,0.38799575,0.29199981689453125,2813,0.3729645,0.40501043,29,0,0,0,1
69.0,75,47,1,0.008695652,0.008695652,0.0,0.0,0.0,76,0.007933194,0.007933194,0,0,1,0,1
69.0,69,61,5,0.04347826,0.04347826,0.0760978,0.0760978,0.0709991455078125,380,0.03966597,0.03966597,0,0,5,0,1
69.0,74,100,22,0.19130434,0.19130434,0.27867365,0.27867365,0.26000213623046875,1672,0.17453027,0.17453027,0,0,22,0,1
69.0,57,117,11,0.09565217,0.3478261,0.07502658,0.38799575,0.06999969482421875,1067,0.11137787,0.40501043,11,0,0,0,1
69.0,61,51,12,0.104347825,0.104347825,0.0032218497,0.0032218497,0.0030059814453125,912,0.09519833,0.09519833,0,0,12,0,1
69.0,54,105,10,0.33913043,0.08695652,0.39335188,0.0803827,0.0749969482421875,760,0.3729645,0.07933194,0,0,10,0,1
70.0,54,105,28,0.14213198,0.14213198,0.15315273,0.15315273,0.15100860595703125,2128,0.13025647,0.13025647,0,0,28,0,1
70.0,61,51,26,0.13197969,0.20812182,0.169371,0.23122635,0.16699981689453125,1976,0.12095244,0.19073269,0,0,26,0,1
70.0,57,117,18,0.09137056,0.32994923,0.02636242,0.22919907,0.02599334716796875,1746,0.10687397,0.38593376,18,0,0,0,1
70.0,74,100,16,0.08121827,0.08121827,0.008109133,0.008109133,0.00799560546875,1216,0.07443227,0.07443227,0,0,16,0,1
70.0,68,85,38,0.1928934,0.1928934,0.37323678,0.37323678,0.368011474609375,2888,0.17677665,0.17677665,0,0,38,0,1
70.0,109,117,29,0.14720812,0.32994923,0.063882634,0.22919907,0.06298828125,2813,0.17218584,0.38593376,29,0,0,0,1
70.0,71,117,18,0.09137056,0.32994923,0.13895401,0.22919907,0.1370086669921875,1746,0.10687397,0.38593376,18,0,0,0,1
70.0,108,51,15,0.07614213,0.20812182,0.06185535,0.23122635,0.0609893798828125,1140,0.06978025,0.19073269,0,0,15,0,1
70.0,100,57,9,0.04568528,0.04568528,0.0050759455,0.0050759455,0.0050048828125,684,0.04186815,0.04186815,0,0,9,0,1
71.0,100,57,29,0.13875598,0.13875598,0.12113089,0.12113089,0.12100982666015625,2204,0.13676699,0.13676699,0,0,29,0,1
71.0,108,51,23,0.11004785,0.19138756,0.15515384,0.2872897,0.154998779296875,1748,0.10847037,0.18864413,0,0,23,0,1
71.0,71,117,11,0.23444976,0.05263158,0.32129738,0.0440351,0.0439910888671875,1067,0.24542353,0.0662116,11,0,0,0,1
71.0,49,75,38,0.18181819,0.36363637,0.15516149,0.43242377,0.15500640869140625,2888,0.17921191,0.35842383,0,0,38,0,1
71.0,71,75,38,0.23444976,0.36363637,0.32129738,0.43242377,0.27698516845703125,2888,0.24542353,0.35842383,0,0,38,0,1
71.0,58,85,37,0.1770335,0.1770335,0.08209041,0.08209041,0.08200836181640625,2812,0.17449582,0.17449582,0,0,37,0,1
71.0,102,51,17,0.08133971,0.19138756,0.13213585,0.2872897,0.1320037841796875,1292,0.08017375,0.18864413,0,0,17,0,1
71.0,52,49,12,0.057416268,0.057416268,0.033030145,0.033030145,0.03299713134765625,912,0.056593236,0.056593236,0,0,12,0,1
71.0,72,98,4,0.019138755,0.019138755,0.0,0.0,0.0,304,0.018864412,0.018864412,0,0,4,0,1
72.0,58,85,1,0.0043290043,0.0043290043,0.0,0.0,0.0,76,0.004208195,0.004208195,0,0,1,0,1
72.0,52,49,26,0.11255411,0.11255411,0.07668926,0.07668926,0.076995849609375,1976,0.109413065,0.109413065,0,0,26,0,1
72.0,72,98,34,0.14718615,0.3116883,0.020912489,0.16931365,0.02099609375,2584,0.14307863,0.30299002,0,0,34,0,1
72.0,102,51,21,0.09090909,0.09090909,0.17331834,0.17331834,0.17401123046875,1596,0.0883721,0.0883721,0,0,21,0,1
72.0,88,98,38,0.16450216,0.3116883,0.14840117,0.16931365,0.14899444580078125,2888,0.15991141,0.30299002,0,0,38,0,1
72.0,109,99,35,0.15151516,0.15151516,0.38148576,0.38148576,0.3830108642578125,2660,0.14728682,0.14728682,0,0,35,0,1
72.0,85,61,29,0.12554112,0.12554112,0.014932064,0.014932064,0.01499176025390625,2204,0.12203765,0.12203765,0,0,29,0,1
72.0,84,117,24,0.103896104,0.103896104,0.09362747,0.09362747,0.09400177001953125,2328,0.12890366,0.12890366,24,0,0,0,1
72.0,81,106,19,0.08225108,0.08225108,0.037843097,0.037843097,0.037994384765625,1444,0.079955705,0.079955705,0,0,19,0,1
72.0,100,57,4,0.017316017,0.017316017,0.05279036,0.05279036,0.05300140380859375,304,0.01683278,0.01683278,0,0,4,0,1
73.0,84,117,5,0.027027028,0.18378378,0.033861212,0.18425332,0.03399658203125,485,0.03282794,0.22323,5,0,0,0,1
73.0,109,99,10,0.054054055,0.054054055,0.03286574,0.03286574,0.03299713134765625,760,0.05144172,0.05144172,0,0,10,0,1
73.0,100,57,34,0.18378378,0.18378378,0.15837108,0.15837108,0.15900421142578125,2584,0.17490186,0.17490186,0,0,34,0,1
73.0,81,106,2,0.010810811,0.010810811,0.02191556,0.02191556,0.022003173828125,152,0.010288345,0.010288345,0,0,2,0,1
73.0,106,111,38,0.2054054,0.2054054,0.24800906,0.24800906,0.24900054931640625,2888,0.19547854,0.19547854,0,0,38,0,1
73.0,79,65,3,0.016216217,0.016216217,0.000995471,0.000995471,0.00099945068359375,228,0.015432517,0.015432517,0,0,3,0,1
73.0,63,117,29,0.15675676,0.18378378,0.15039212,0.18425332,0.15099334716796875,2813,0.19040206,0.22323,29,0,0,0,1
73.0,108,51,36,0.19459459,0.19459459,0.13248123,0.13248123,0.1330108642578125,2736,0.1851902,0.1851902,0,0,36,0,1
73.0,58,85,28,0.15135135,0.15135135,0.22110854,0.22110854,0.22199249267578125,2128,0.14403681,0.14403681,0,0,28,0,1
74.0,108,51,2,0.011560693,0.040462427,0.07230816,0.07639477,0.07100677490234375,152,0.011855549,0.04149442,0,0,2,0,1
74.0,109,99,39,0.22543353,0.22543353,0.28411272,0.28411272,0.27899932861328125,2964,0.23118322,0.23118322,0,0,39,0,1
74.0,58,85,10,0.057803467,0.057803467,0.07942477,0.07942477,0.07799530029296875,760,0.059277747,0.059277747,0,0,10,0,1
74.0,81,106,38,0.21965317,0.21965317,0.32689005,0.32689005,0.32100677490234375,2888,0.22525544,0.22525544,0,0,38,0,1
74.0,60,75,38,0.21965317,0.21965317,0.08757468,0.08757468,0.08599853515625,2888,0.22525544,0.22525544,0,0,38,0,1
74.0,76,117,36,0.20809248,0.23699422,0.12422211,0.145603,0.12198638916015625,2304,0.17970517,0.21753374,0,36,0,36,1
74.0,104,117,5,0.028901733,0.23699422,0.021380901,0.145603,0.02099609375,485,0.03782856,0.21753374,5,0,0,0,1
74.0,102,51,5,0.028901733,0.040462427,0.0040866113,0.07639477,0.0040130615234375,380,0.029638873,0.04149442,0,0,5,0,1
75.0,104,117,24,0.1589404,0.29801324,0.038040034,0.1261255,0.03800201416015625,2328,0.18842573,0.3479563,24,0,0,0,1
75.0,102,51,33,0.21854305,0.21854305,0.25926182,0.25926182,0.259002685546875,2508,0.20299473,0.20299473,0,0,33,0,1
75.0,76,117,2,0.013245033,0.29801324,0.026026988,0.1261255,0.0260009765625,128,0.010360178,0.3479563,0,2,0,38,1
75.0,109,99,30,0.1986755,0.1986755,0.1731696,0.1731696,0.17299652099609375,2280,0.18454067,0.18454067,0,0,30,0,1
75.0,54,105,33,0.21854305,0.21854305,0.35035628,0.35035628,0.350006103515625,2508,0.20299473,0.20299473,0,0,33,0,1
75.0,52,117,18,0.119205296,0.29801324,0.062058486,0.1261255,0.0619964599609375,1746,0.1413193,0.3479563,18,0,0,0,1
75.0,62,85,4,0.026490066,0.026490066,0.0020009011,0.0020009011,0.0019989013671875,304,0.024605423,0.024605423,0,0,4,0,1
75.0,81,106,6,0.0397351,0.0397351,0.08908592,0.08908592,0.08899688720703125,456,0.036908135,0.036908135,0,0,6,0,1
75.0,107,117,1,0.0066225166,0.29801324,0.0,0.1261255,0.0,97,0.007851073,0.3479563,1,0,0,0,1
76.0,81,106,33,0.12941177,0.12941177,0.018970603,0.018970603,0.01898956298828125,2508,0.12390692,0.12390692,0,0,33,0,1
76.0,107,117,29,0.11764706,0.24705882,0.25174728,0.36464104,0.25099945068359375,2813,0.1427301,0.279087,29,0,0,0,1
76.0,54,105,5,0.019607844,0.019607844,0.0029953583,0.0029953583,0.00299835205078125,380,0.018773776,0.018773776,0,0,5,0,1
76.0,52,117,11,0.07450981,0.24705882,0.11588912,0.36464104,0.10700225830078125,1067,0.08275283,0.279087,11,0,0,0,1
76.0,70,91,38,0.14901961,0.14901961,0.28271458,0.28271458,0.28299713134765625,2888,0.1426807,0.1426807,0,0,38,0,1
76.0,68,85,36,0.14117648,0.14117648,0.091888145,0.091888145,0.09197998046875,2736,0.13517119,0.13517119,0,0,36,0,1
76.0,71,75,34,0.13333334,0.13333334,0.20581846,0.20581846,0.206024169921875,2584,0.12766168,0.12766168,0,0,34,0,1
76.0,48,100,27,0.105882354,0.105882354,0.015990488,0.015990488,0.0160064697265625,2052,0.10137839,0.10137839,0,0,27,0,1
76.0,95,117,14,0.05490196,0.24705882,0.0029953583,0.36464104,0.00299835205078125,896,0.04426659,0.279087,0,14,0,14,1
76.0,88,117,9,0.03529412,0.24705882,0.004001433,0.36464104,0.00400543212890625,873,0.04313028,0.279087,9,0,0,0,1
76.0,109,99,10,0.039215688,0.039215688,0.0069891694,0.0069891694,0.00699615478515625,760,0.03754755,0.03754755,0,0,10,0,1
76.0,52,49,8,0.07450981,0.03137255,0.11588912,0.008993696,0.009002685546875,608,0.08275283,0.030038042,0,0,8,0,1
76.0,107,62,1,0.11764706,0.003921569,0.25174728,0.0009984528,0.00099945068359375,76,0.1427301,0.0037547552,0,0,1,0,1
77.0,109,99,3,0.015228426,0.015228426,0.0009573294,0.0009573294,0.00099945068359375,228,0.014150944,0.014150944,0,0,3,0,1
77.0,107,62,37,0.18781726,0.18781726,0.13314918,0.13314918,0.139007568359375,2812,0.1745283,0.1745283,0,0,37,0,1
77.0,95,117,24,0.12182741,0.46700507,0.01535381,0.5306455,0.01602935791015625,1536,0.095332675,0.504717,0,24,0,38,1
77.0,52,49,30,0.15228426,0.15228426,0.14176515,0.14176515,0.14800262451171875,2280,0.14150943,0.14150943,0,0,30,0,1
77.0,68,85,2,0.010152284,0.010152284,0.0009573294,0.0009573294,0.00099945068359375,152,0.009433962,0.009433962,0,0,2,0,1
77.0,48,100,11,0.055837564,0.055837564,0.08045221,0.08045221,0.08399200439453125,836,0.051886793,0.051886793,0,0,11,0,1
77.0,71,75,4,0.020304568,0.020304568,0.027777169,0.027777169,0.02899932861328125,304,0.018867925,0.018867925,0,0,4,0,1
77.0,88,117,20,0.10152284,0.46700507,0.23466264,0.5306455,0.24498748779296875,1940,0.12040715,0.504717,20,0,0,0,1
77.0,66,117,28,0.14213198,0.46700507,0.1216393,0.5306455,0.12699127197265625,2716,0.16857001,0.504717,28,0,0,0,1
77.0,72,117,20,0.10152284,0.46700507,0.15898976,0.5306455,0.165985107421875,1940,0.12040715,0.504717,20,0,0,0,1
77.0,81,106,13,0.065989845,0.065989845,0.0057512843,0.0057512843,0.00600433349609375,988,0.061320756,0.061320756,0,0,13,0,1
77.0,69,108,5,0.02538071,0.02538071,0.07854486,0.07854486,0.082000732421875,380,0.023584906,0.023584906,0,0,5,0,1
78.0,66,117,1,0.00390625,0.0859375,0.001033555,0.017578326,0.00099945068359375,97,0.004869967,0.107139274,1,0,0,0,1
78.0,77,91,38,0.1484375,0.1484375,0.15304504,0.15304504,0.1479949951171875,2888,0.14499448,0.14499448,0,0,38,0,1
78.0,81,106,25,0.09765625,0.09765625,0.08480674,0.08480674,0.08200836181640625,1900,0.0953911,0.0953911,0,0,25,0,1
78.0,72,117,9,0.18359375,0.0859375,0.10445218,0.017578326,0.0070037841796875,873,0.18882418,0.107139274,9,0,0,0,1
78.0,69,108,33,0.12890625,0.12890625,0.217157,0.217157,0.209991455078125,2508,0.12591626,0.12591626,0,0,33,0,1
78.0,72,98,38,0.18359375,0.1484375,0.10445218,0.0972094,0.09400177001953125,2888,0.18882418,0.14499448,0,0,38,0,1
78.0,99,60,31,0.12109375,0.12109375,0.079623185,0.079623185,0.076995849609375,2356,0.11828497,0.11828497,0,0,31,0,1
78.0,48,100,28,0.109375,0.109375,0.18304181,0.18304181,0.177001953125,2128,0.10683803,0.10683803,0,0,28,0,1
78.0,78,85,23,0.08984375,0.08984375,0.10756073,0.10756073,0.10401153564453125,1748,0.087759815,0.087759815,0,0,23,0,1
78.0,106,111,18,0.0703125,0.0703125,0.05997775,0.05997775,0.0579986572265625,1368,0.0686816,0.0686816,0,0,18,0,1
78.0,82,117,12,0.046875,0.0859375,0.009301995,0.017578326,0.00899505615234375,1164,0.0584396,0.107139274,12,0,0,0,1
79.0,78,85,5,0.02688172,0.02688172,0.0,0.0,0.0,380,0.02516223,0.02516223,0,0,5,0,1
79.0,106,111,20,0.10752688,0.10752688,0.13648751,0.13648751,0.1409912109375,1520,0.10064892,0.10064892,0,0,20,0,1
79.0,82,117,17,0.09139785,0.24731183,0.0929415,0.2091036,0.09600830078125,1649,0.10919084,0.29545754,17,0,0,0,1
79.0,99,60,7,0.03763441,0.03763441,0.034845676,0.034845676,0.0359954833984375,532,0.035227124,0.035227124,0,0,7,0,1
79.0,48,100,10,0.05376344,0.15053764,0.0067800614,0.040658213,0.0070037841796875,760,0.05032446,0.1409085,0,0,10,0,1
79.0,98,117,29,0.15591398,0.24731183,0.1161621,0.2091036,0.1199951171875,2813,0.18626672,0.29545754,29,0,0,0,1
79.0,63,79,38,0.20430107,0.20430107,0.28074476,0.28074476,0.290008544921875,2888,0.19123295,0.19123295,0,0,38,0,1
79.0,80,100,18,0.09677419,0.15053764,0.03387815,0.040658213,0.03499603271484375,1368,0.09058403,0.1409085,0,0,18,0,1
79.0,70,91,18,0.09677419,0.17204301,0.14035761,0.24685185,0.144989013671875,1368,0.09058403,0.16103828,0,0,18,0,1
79.0,77,91,14,0.07526882,0.17204301,0.10649423,0.24685185,0.11000823974609375,1064,0.07045425,0.16103828,0,0,14,0,1
79.0,60,75,10,0.05376344,0.05376344,0.051308375,0.051308375,0.05300140380859375,760,0.05032446,0.05032446,0,0,10,0,1
80.0,80,100,20,0.08733624,0.17467248,0.036416322,0.046832327,0.03499603271484375,1520,0.08733624,0.17467248,0,0,20,0,1
